label_id,alert_uid,scenario_id,campaign_id,run_id,agent_name,timestamp,label,event_role,simulation_type,execution_mode,tool,atomic_test_id,caldera_operation_id,caldera_ability_id,mitre_tactic,mitre_technique_id,rule_id,rule_description,confidence,ground_truth_summary,notes
LBL-000001,ALERT-939476A8BF516E30,,C-LNX-01,C-LNX-01-CAL-R001,safesoc-lnx-01,2026-05-14T23:41:36.705-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Privilege Escalation/Defense Evasion,T1548.003,5402,Successful sudo to ROOT executed.,high,Primary trigger evidence for C-LNX-01-CAL-R001,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R001_alerts.jsonl; manual review recommended.
LBL-000107,ALERT-0EA1ABDA3F8B8416,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:52:31.930-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000108,ALERT-ACC16580B4FF4CF4,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:53:10.631-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000109,ALERT-E0A836B687040340,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:53:55.987-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000110,ALERT-856AC44E235682C9,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:54:54.005-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000111,ALERT-DD345CD878810EDD,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:55:36.666-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000112,ALERT-445EBFAE665C8BF8,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:00:17.017-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000113,ALERT-B11027386A50F2C0,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:00:21.067-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Campaign,T1110.001/T1548.003/T1082/T1033/T1016/T1053.003,80730,Auditd: SELinux permission check.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000114,ALERT-561FB6D199940F1C,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:12:25.208-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000115,ALERT-D33329D0398DE5E9,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:13:37.238-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000116,ALERT-319CCDE655311608,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:14:35.246-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000117,ALERT-4E48943D1FB4B605,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:15:35.267-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000118,ALERT-A1220A2648FB0DAA,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:16:43.322-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000119,ALERT-A591C7557ECCEB16,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:17:47.297-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000120,ALERT-8886D78D94AD800D,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:18:55.313-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000121,ALERT-56E5215B1774D9BD,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:19:55.349-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000122,ALERT-D333DCF417EBA53B,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:20:39.359-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000123,ALERT-585DD3F6152E6CA5,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:21:37.372-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000124,ALERT-0E36E33EAB78C7F9,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:22:37.386-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000125,ALERT-E9DD862B632660E7,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:23:35.406-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000126,ALERT-D0A9E728D7C1698C,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:24:29.451-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000127,ALERT-E7E9E15ED9F70D35,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:25:35.434-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000128,ALERT-45EFA995E37102F8,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:26:17.443-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000129,ALERT-E1DDFE2BEA2A83C4,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:26:59.493-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000130,ALERT-3F74861696BA1246,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:27:45.506-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000131,ALERT-8C5FEED7F848D6A3,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:28:31.519-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000132,ALERT-6EB90D9669A9EA66,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:29:22.184-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000133,ALERT-9BFA3724D0BAC2E6,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:30:07.545-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000134,ALERT-72F26E87464E67FC,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:31:11.531-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000135,ALERT-9E5D5E7591D2BA84,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:32:03.577-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000136,ALERT-F0B0033875C6224D,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:32:42.280-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000137,ALERT-7DDC62E1001D0CE7,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:33:42.303-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000138,ALERT-9866AAFBF724F412,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:34:20.313-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000139,ALERT-F3DE08BDD78AA429,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:35:07.631-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000140,ALERT-D7F767709CF40AC5,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:36:04.301-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000141,ALERT-10696EE951A4101E,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:36:50.358-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000142,ALERT-52E11ECC383CB932,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:37:35.672-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000143,ALERT-E672B0161554767A,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:38:28.388-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000144,ALERT-6EC4F61199F29F68,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:39:27.738-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000145,ALERT-4BED18B3EE6420A6,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:40:08.392-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000146,ALERT-F02BE2253997F44A,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:41:07.725-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000147,ALERT-0F57925BED3D00B2,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:42:09.736-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000148,ALERT-29EB000C0A6C8CA7,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:43:10.437-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000149,ALERT-FB9B90C624B63F0B,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:43:47.804-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000150,ALERT-0425721CB796C438,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:44:43.818-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000151,ALERT-972B3F8C6FB1288B,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:45:36.485-0400,attack_like,duplicate,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Duplicate repeated telemetry for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000152,ALERT-2E8CE9F4E335CC50,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:46:22.534-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000153,ALERT-919CC0AC33F6DA19,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:47:18.510-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000154,ALERT-E9391FBFA28E0F80,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:47:51.834-0400,attack_like,duplicate,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,medium,Duplicate repeated telemetry for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000155,ALERT-5B22611803697B4C,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:48:53.889-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000156,ALERT-599856B22432307F,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:49:49.910-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000157,ALERT-4A4308F60C18E377,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:50:41.923-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000158,ALERT-564143E5F4909BB3,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:51:31.933-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000159,ALERT-0EA1ABDA3F8B8416,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:52:31.930-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000160,ALERT-ACC16580B4FF4CF4,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:53:10.631-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000161,ALERT-E0A836B687040340,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:53:55.987-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000162,ALERT-856AC44E235682C9,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:54:54.005-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
LBL-000163,ALERT-DD345CD878810EDD,,C-LNX-01,C-LNX-01-CAL-R003,safesoc-lnx-01,2026-05-15T00:55:36.666-0400,attack_like,trigger,caldera_campaign,caldera,MITRE Caldera,,TBD_FROM_CALDERA_UI,,Discovery,T1057,92604,Processes running for all users were queried with ps command.,high,Primary trigger evidence for C-LNX-01-CAL-R003,Draft label from Sprint 8 automated correlation. Source file=C-LNX-01-CAL-R003_alerts.jsonl; manual review recommended.
