label_id,phase2_alert_uid,case_id,run_id,campaign_id,scenario_id,label,event_role,execution_mode,tool,match_rank,candidate_count,is_primary_candidate,phase3_alert_uid,evidence_id,raw_file_name,raw_line_number,raw_alert_sha256,source_event_id,source_location,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source
LBL-000073,ALERT-E9DD862B632660E7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_88dca1ef4416760f907b57aa22fce4ef,evidence_d65536de7b948cb47518007ce65656d3,raw_alerts_full.jsonl,17,18ab153f4e0a5c5e040a7438bd44049782c35aa47ba360f9ba4ecbe8c3b2589e,1778819015.27281,/var/log/audit/audit.log,2026-05-15T04:23:35.406000+00:00,2026-05-15T00:23:35.406-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000073,ALERT-E9DD862B632660E7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_98a1a1a9a81af49cad7abed32c188b07,evidence_b7a10caa3e5f2ff7a5af5498a6fd5907,raw_alerts_full.jsonl,124,18ab153f4e0a5c5e040a7438bd44049782c35aa47ba360f9ba4ecbe8c3b2589e,1778819015.27281,/var/log/audit/audit.log,2026-05-15T04:23:35.406000+00:00,2026-05-15T00:23:35.406-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000074,ALERT-D0A9E728D7C1698C,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_478fdf22923452053648e5270472342b,evidence_755eba01dfbae8f2d00d2efd6267f01c,raw_alerts_full.jsonl,18,b99987a5e0d15af12e6ed1167b1c03709a849de9a79a154e41103875a6524db7,1778819069.28376,/var/log/audit/audit.log,2026-05-15T04:24:29.451000+00:00,2026-05-15T00:24:29.451-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000074,ALERT-D0A9E728D7C1698C,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_b33b5fc848caa889c60208a48d013eab,evidence_8ffdf1dc9ba5ce7216f9ec0c26ad305b,raw_alerts_full.jsonl,125,b99987a5e0d15af12e6ed1167b1c03709a849de9a79a154e41103875a6524db7,1778819069.28376,/var/log/audit/audit.log,2026-05-15T04:24:29.451000+00:00,2026-05-15T00:24:29.451-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000075,ALERT-E7E9E15ED9F70D35,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_b772073e47746022f63cf842856b8974,evidence_f4d3f7cb047abd8ec8db668ef8546ec3,raw_alerts_full.jsonl,19,5bf954fe998308143d5d941e44ffb30367768b558b312a8e7a60ede3ae01ddaf,1778819135.30404,/var/log/audit/audit.log,2026-05-15T04:25:35.434000+00:00,2026-05-15T00:25:35.434-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000075,ALERT-E7E9E15ED9F70D35,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_e0b3172d3397cbbf651202a5097831d7,evidence_3200a8972249c8d8afab499937c78a7a,raw_alerts_full.jsonl,126,5bf954fe998308143d5d941e44ffb30367768b558b312a8e7a60ede3ae01ddaf,1778819135.30404,/var/log/audit/audit.log,2026-05-15T04:25:35.434000+00:00,2026-05-15T00:25:35.434-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000076,ALERT-45EFA995E37102F8,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_9b72d4f53868252abd7c9b7cf2f166d8,evidence_89689353020ca3baaf50c203e5333908,raw_alerts_full.jsonl,20,2f84a77ad2948ed828cd53f926be0ae0ff2f56c5efc1448adc9e041b7fa582fd,1778819177.32432,/var/log/audit/audit.log,2026-05-15T04:26:17.443000+00:00,2026-05-15T00:26:17.443-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000076,ALERT-45EFA995E37102F8,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_0bfc927b223997dc951992fb02958ad9,evidence_f018141ed991adca6228a92ceb88414f,raw_alerts_full.jsonl,127,2f84a77ad2948ed828cd53f926be0ae0ff2f56c5efc1448adc9e041b7fa582fd,1778819177.32432,/var/log/audit/audit.log,2026-05-15T04:26:17.443000+00:00,2026-05-15T00:26:17.443-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000077,ALERT-E1DDFE2BEA2A83C4,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_3fa55d74288fe577df1ddc5dc2f7dbf3,evidence_a92b25ec487392229604c65b7a41d5be,raw_alerts_full.jsonl,21,abc5ebf2b82767adb09e303528351dbabdcff97676385bb68393463b7ac701f2,1778819219.34460,/var/log/audit/audit.log,2026-05-15T04:26:59.493000+00:00,2026-05-15T00:26:59.493-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000077,ALERT-E1DDFE2BEA2A83C4,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_defc8a080ea91a416ad0e26fe2dd7fe8,evidence_600959e987aaa96c8baf676f9087c231,raw_alerts_full.jsonl,128,abc5ebf2b82767adb09e303528351dbabdcff97676385bb68393463b7ac701f2,1778819219.34460,/var/log/audit/audit.log,2026-05-15T04:26:59.493000+00:00,2026-05-15T00:26:59.493-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000078,ALERT-3F74861696BA1246,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_9d63e16e6f40455707b06a284fc52190,evidence_205b28c1b73c98c256a6c86fc9359870,raw_alerts_full.jsonl,22,af15ee01742cdb295036472ccd1a200204872b8279e5d8a57975711994a75f67,1778819265.35555,/var/log/audit/audit.log,2026-05-15T04:27:45.506000+00:00,2026-05-15T00:27:45.506-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000078,ALERT-3F74861696BA1246,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_6fdc9b43038a1ae73cd5b9f769497e48,evidence_3158f2cc612e61a6bda8e9bcb8c0eedd,raw_alerts_full.jsonl,129,af15ee01742cdb295036472ccd1a200204872b8279e5d8a57975711994a75f67,1778819265.35555,/var/log/audit/audit.log,2026-05-15T04:27:45.506000+00:00,2026-05-15T00:27:45.506-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000079,ALERT-8C5FEED7F848D6A3,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_f5e0b4cfda5e1ed08f1828d59770d53d,evidence_7fc840e93434bb70179b4248f8efb586,raw_alerts_full.jsonl,23,3a9dc12c5ee704464eda6d0af5f626431b8213683c7ed69022dfd7dd8ecd934b,1778819311.37583,/var/log/audit/audit.log,2026-05-15T04:28:31.519000+00:00,2026-05-15T00:28:31.519-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000079,ALERT-8C5FEED7F848D6A3,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_76d0d4fc598cb74cab3965b5e8b96b42,evidence_d58e5a88f993f8b77769711c552c69d4,raw_alerts_full.jsonl,130,3a9dc12c5ee704464eda6d0af5f626431b8213683c7ed69022dfd7dd8ecd934b,1778819311.37583,/var/log/audit/audit.log,2026-05-15T04:28:31.519000+00:00,2026-05-15T00:28:31.519-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000080,ALERT-6EB90D9669A9EA66,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_937d72c1a6fb0e3fd0ca36aac2a0af12,evidence_38071336cf62ca90546df4004d7df8a6,raw_alerts_full.jsonl,24,79bd5e6a61fb4532fc10a3923df9fa983d47dea2960dd7d113c9e8db5a35bd98,1778819362.39611,/var/log/audit/audit.log,2026-05-15T04:29:22.184000+00:00,2026-05-15T00:29:22.184-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000080,ALERT-6EB90D9669A9EA66,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_480099bea9d0d9508dc5b95120b8b832,evidence_a5a9e1ff75c4a6110037c04350235186,raw_alerts_full.jsonl,131,79bd5e6a61fb4532fc10a3923df9fa983d47dea2960dd7d113c9e8db5a35bd98,1778819362.39611,/var/log/audit/audit.log,2026-05-15T04:29:22.184000+00:00,2026-05-15T00:29:22.184-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000081,ALERT-9BFA3724D0BAC2E6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_1d39b82b4113290972205c7d20f2bcdb,evidence_c3c59d7c5332d1deb67598cadc5ab866,raw_alerts_full.jsonl,25,4804813d1314b64653d8b4c91cc445eebc4845f97c43b5c3fecadfc2e74bb3f3,1778819407.40706,/var/log/audit/audit.log,2026-05-15T04:30:07.545000+00:00,2026-05-15T00:30:07.545-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000081,ALERT-9BFA3724D0BAC2E6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_0979ef4987e794424fe8752439075c85,evidence_bd49333c2448a34d039730b1f66ec9c2,raw_alerts_full.jsonl,132,4804813d1314b64653d8b4c91cc445eebc4845f97c43b5c3fecadfc2e74bb3f3,1778819407.40706,/var/log/audit/audit.log,2026-05-15T04:30:07.545000+00:00,2026-05-15T00:30:07.545-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000082,ALERT-72F26E87464E67FC,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_97dd267337a0d4a5a460eca85db66e0d,evidence_00ed2c11d4d5a0aca48d8a4ae2f4af96,raw_alerts_full.jsonl,26,d8aa61037c14f0d85025eb35f9aec24a739343d43dbb226364d2ee64bb2269ea,1778819471.42734,/var/log/audit/audit.log,2026-05-15T04:31:11.531000+00:00,2026-05-15T00:31:11.531-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000082,ALERT-72F26E87464E67FC,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_a37585bddcd7ea022affbd0a3479ca7e,evidence_2209b1eb967e56eb00f4aff235cff275,raw_alerts_full.jsonl,133,d8aa61037c14f0d85025eb35f9aec24a739343d43dbb226364d2ee64bb2269ea,1778819471.42734,/var/log/audit/audit.log,2026-05-15T04:31:11.531000+00:00,2026-05-15T00:31:11.531-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000083,ALERT-9E5D5E7591D2BA84,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_888cded6f8e58c7a79421b7bccd4bb0a,evidence_5a94ac3033dfff5b6b31453638a1ea95,raw_alerts_full.jsonl,27,a5a7584e4441dbaf7cbba1d6dd39a1790caf748a7e38d035160da656609cff50,1778819523.43829,/var/log/audit/audit.log,2026-05-15T04:32:03.577000+00:00,2026-05-15T00:32:03.577-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000083,ALERT-9E5D5E7591D2BA84,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_de67d767d272892003f13fb2c23c62dc,evidence_942aea98096a085d4b20dd0d09ce15eb,raw_alerts_full.jsonl,134,a5a7584e4441dbaf7cbba1d6dd39a1790caf748a7e38d035160da656609cff50,1778819523.43829,/var/log/audit/audit.log,2026-05-15T04:32:03.577000+00:00,2026-05-15T00:32:03.577-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000084,ALERT-F0B0033875C6224D,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,1,2,True,alert_44a497977762d54b562ca5203de6ed49,evidence_b0a47808063448d1577baa4b39fc2e63,raw_alerts_full.jsonl,28,145fe51a1c5768519872b34ffa8df70d637f28b938e792f8d798a610545b65f5,1778819562.45857,/var/log/audit/audit.log,2026-05-15T04:32:42.280000+00:00,2026-05-15T00:32:42.280-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000084,ALERT-F0B0033875C6224D,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,duplicate,caldera,MITRE Caldera,2,2,False,alert_c3335b87e1744fe8b8da7ee4e2a8d973,evidence_9d5931b7a6ba227e8f1ab11cd7da704b,raw_alerts_full.jsonl,135,145fe51a1c5768519872b34ffa8df70d637f28b938e792f8d798a610545b65f5,1778819562.45857,/var/log/audit/audit.log,2026-05-15T04:32:42.280000+00:00,2026-05-15T00:32:42.280-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000085,ALERT-7DDC62E1001D0CE7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_2e011adf97779cd6ad1b720f5922f6bd,evidence_47cb89041e9e37e6d773ace14a3651a5,raw_alerts_full.jsonl,29,d6ffad4c58b8a2d6a916da11da914f010f8fbf32bf4c04b59f2bf2d3e2a5c681,1778819622.47885,/var/log/audit/audit.log,2026-05-15T04:33:42.303000+00:00,2026-05-15T00:33:42.303-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000085,ALERT-7DDC62E1001D0CE7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_c3ee04a3c18b3d4e282b7d6e5d67b6da,evidence_c5d358cf6e301857fe4eb98711edcee3,raw_alerts_full.jsonl,136,d6ffad4c58b8a2d6a916da11da914f010f8fbf32bf4c04b59f2bf2d3e2a5c681,1778819622.47885,/var/log/audit/audit.log,2026-05-15T04:33:42.303000+00:00,2026-05-15T00:33:42.303-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000086,ALERT-9866AAFBF724F412,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_e8d22639d9236eb015dbf21229dab32c,evidence_2dac377c5a96d7613609d46843d2c91a,raw_alerts_full.jsonl,30,9f40e51b6197bd0344ffdf66558a79dc3c22f510de2c3c53e8d6b5905b2107a6,1778819660.49913,/var/log/audit/audit.log,2026-05-15T04:34:20.313000+00:00,2026-05-15T00:34:20.313-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000086,ALERT-9866AAFBF724F412,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_ccbb9a6978a10259f96e5430923a64ac,evidence_84f9eca82c5f31f353066b5311325194,raw_alerts_full.jsonl,137,9f40e51b6197bd0344ffdf66558a79dc3c22f510de2c3c53e8d6b5905b2107a6,1778819660.49913,/var/log/audit/audit.log,2026-05-15T04:34:20.313000+00:00,2026-05-15T00:34:20.313-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000087,ALERT-F3DE08BDD78AA429,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_bca41cf268f0c50735241cdc0f4f47fb,evidence_2d01128e1f6479c9d1679806e791478f,raw_alerts_full.jsonl,31,61f2da9b1c2e2899f6d4d261d0cff3f1d5903e28d9b042b38d82331c886636b2,1778819707.51941,/var/log/audit/audit.log,2026-05-15T04:35:07.631000+00:00,2026-05-15T00:35:07.631-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000087,ALERT-F3DE08BDD78AA429,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_64b61860109761fea22b6cc2c286845a,evidence_13e374fd6500c951cd055dc6f64c36e4,raw_alerts_full.jsonl,138,61f2da9b1c2e2899f6d4d261d0cff3f1d5903e28d9b042b38d82331c886636b2,1778819707.51941,/var/log/audit/audit.log,2026-05-15T04:35:07.631000+00:00,2026-05-15T00:35:07.631-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000088,ALERT-D7F767709CF40AC5,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_aef881da04c81f665f135fc6945c7761,evidence_b3b5dea20aab2c31b4e26b6e554a302a,raw_alerts_full.jsonl,32,22fdd0343ea5331bd6118031555a28e3e80f5d6e77f4b0081e760347bba2b77b,1778819764.53036,/var/log/audit/audit.log,2026-05-15T04:36:04.301000+00:00,2026-05-15T00:36:04.301-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000088,ALERT-D7F767709CF40AC5,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_c4d207d67f0052e49f6abfb06321dd30,evidence_4f18d8b4d4901d3dc5679913e6e4a574,raw_alerts_full.jsonl,139,22fdd0343ea5331bd6118031555a28e3e80f5d6e77f4b0081e760347bba2b77b,1778819764.53036,/var/log/audit/audit.log,2026-05-15T04:36:04.301000+00:00,2026-05-15T00:36:04.301-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000089,ALERT-10696EE951A4101E,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_99d99ad3853dd4b824c1a870d1a45753,evidence_67fc15cdf3fe8f876f4aae6b9370b778,raw_alerts_full.jsonl,33,862ec53240c6c6c5034340f385f3118c4f06b1854c632c8dd9a80b1d10e83a82,1778819810.55064,/var/log/audit/audit.log,2026-05-15T04:36:50.358000+00:00,2026-05-15T00:36:50.358-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000089,ALERT-10696EE951A4101E,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_82256d95870195c1d0edc2117007c601,evidence_4e4c1ae37e4385ccb6dd8cc66c96ac46,raw_alerts_full.jsonl,140,862ec53240c6c6c5034340f385f3118c4f06b1854c632c8dd9a80b1d10e83a82,1778819810.55064,/var/log/audit/audit.log,2026-05-15T04:36:50.358000+00:00,2026-05-15T00:36:50.358-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000090,ALERT-52E11ECC383CB932,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_dfa7905b305c68e27a65a5b77cb72b81,evidence_fba05561639527e86c365a133242982d,raw_alerts_full.jsonl,34,ac38e85b44f209b726fbac01114998da03d9249d3dfb2c07e5d71137c02318a5,1778819855.57092,/var/log/audit/audit.log,2026-05-15T04:37:35.672000+00:00,2026-05-15T00:37:35.672-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000090,ALERT-52E11ECC383CB932,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_b9bb31ef40772a5031282cf9278a7f84,evidence_22544ba6dce9922b9871f1f95d839eb5,raw_alerts_full.jsonl,141,ac38e85b44f209b726fbac01114998da03d9249d3dfb2c07e5d71137c02318a5,1778819855.57092,/var/log/audit/audit.log,2026-05-15T04:37:35.672000+00:00,2026-05-15T00:37:35.672-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000091,ALERT-E672B0161554767A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_7fdc6cb08a06f8e1b262cdb475bc895d,evidence_4b800ba53aaecdac625549f057e122b8,raw_alerts_full.jsonl,35,be50422fc585c924180df42fff12911db9fd4e8c0776240c54a42a7db5b95f8e,1778819908.58187,/var/log/audit/audit.log,2026-05-15T04:38:28.388000+00:00,2026-05-15T00:38:28.388-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000091,ALERT-E672B0161554767A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_b86731fe3e1075e49d39aed9682ff78b,evidence_b919337f55c0a2424e409f41d6912f07,raw_alerts_full.jsonl,142,be50422fc585c924180df42fff12911db9fd4e8c0776240c54a42a7db5b95f8e,1778819908.58187,/var/log/audit/audit.log,2026-05-15T04:38:28.388000+00:00,2026-05-15T00:38:28.388-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000092,ALERT-6EC4F61199F29F68,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_5056346342547c123df347bcb3442e21,evidence_6f24ef607947fe1204be083cb6bcec98,raw_alerts_full.jsonl,36,c3f243970041deac0a9bc6d9fff246b19ee7c602e5a28e0b49dc302194cb0c9c,1778819967.60215,/var/log/audit/audit.log,2026-05-15T04:39:27.738000+00:00,2026-05-15T00:39:27.738-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000092,ALERT-6EC4F61199F29F68,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_5e095d0b95c3b19d9199e6232e340a27,evidence_f90fba12d94ad6aa0ba63d7d2335e3de,raw_alerts_full.jsonl,143,c3f243970041deac0a9bc6d9fff246b19ee7c602e5a28e0b49dc302194cb0c9c,1778819967.60215,/var/log/audit/audit.log,2026-05-15T04:39:27.738000+00:00,2026-05-15T00:39:27.738-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000093,ALERT-4BED18B3EE6420A6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_450a087200ab4e28f6a3e5ee78a403cc,evidence_41d0a854fee3e1371519600db217a293,raw_alerts_full.jsonl,37,2e2e57105aeb54387daae9aef795ad877a2c8f610c385180e336d2224226c3a8,1778820008.61310,/var/log/audit/audit.log,2026-05-15T04:40:08.392000+00:00,2026-05-15T00:40:08.392-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000093,ALERT-4BED18B3EE6420A6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_9ca8020857ea42bdca8dae3a5bef1588,evidence_dc7c69d9e1ce02cf03f452345909b2fc,raw_alerts_full.jsonl,144,2e2e57105aeb54387daae9aef795ad877a2c8f610c385180e336d2224226c3a8,1778820008.61310,/var/log/audit/audit.log,2026-05-15T04:40:08.392000+00:00,2026-05-15T00:40:08.392-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000094,ALERT-F02BE2253997F44A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,1,2,True,alert_6dafbc4d1f60683b3e9bef10281208a6,evidence_f183e99a96c86d650653e7312c231213,raw_alerts_full.jsonl,38,0938cb4a532d71d17d258b18d6061e6e3a7c51506d3b54c44d63b2212b0ee89a,1778820067.62405,/var/log/audit/audit.log,2026-05-15T04:41:07.725000+00:00,2026-05-15T00:41:07.725-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
LBL-000094,ALERT-F02BE2253997F44A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,attack_like,supporting,caldera,MITRE Caldera,2,2,False,alert_a9f61d6260bb0d97f821d539356e1864,evidence_6c9514b6f351d49ac5ed7752552268a0,raw_alerts_full.jsonl,145,0938cb4a532d71d17d258b18d6061e6e3a7c51506d3b54c44d63b2212b0ee89a,1778820067.62405,/var/log/audit/audit.log,2026-05-15T04:41:07.725000+00:00,2026-05-15T00:41:07.725-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match
