case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,case_summary,analyst_expected_conclusion,label_id,phase2_alert_uid,run_id,campaign_id,scenario_id,label,event_role,execution_mode,tool,match_rank,candidate_count,is_primary_candidate,phase3_alert_uid,evidence_id,raw_file_name,raw_line_number,raw_alert_sha256,source_event_id,source_location,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000544,ALERT-330C49559E6B9B86,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,2,True,alert_52dad5eb5baa4265ba7b18698fec86b8,evidence_0965f44d6513ce2bf4525ee0bbe7d6d7,raw_alerts_full.jsonl,5017,5a399affd274b394ecdb83be437386e29a14663f4246740028f4cf8e6901ddbe,1778787218.11721073,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000544,ALERT-330C49559E6B9B86,S11-MAN-R001,,S11,benign,supporting,manual,manual,2,2,False,alert_bfebaa3720abca06ae01835913bf40de,evidence_67048dde6be2088173ce5609f3c9f204,raw_alerts_full.jsonl,5020,b2e1020d1c6ee16a53d6718db5ff389612c0de05c3083e5a22aae2b386139489,1778787218.11722443,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000545,ALERT-E8C9095A8F6CD9CF,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,1,True,alert_076eac9f9dfd5ab2cc80c569b6ebb2cb,evidence_bf8a1305048d61ad9186236f583b74ad,raw_alerts_full.jsonl,5018,fb17eb6c4a89a0f0cd7f09bb4c46746ec4b9885cd293dd4682b00febf93204da,1778787218.11721459,journald,2026-05-14T19:33:38.862000+00:00,2026-05-14T15:33:38.862-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000546,ALERT-C24814892C12C435,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,1,True,alert_b6fa623b25ef6d87f06eb12f10835e9a,evidence_3244e4285a5654fdf1375e5ce0c79830,raw_alerts_full.jsonl,5019,f947ebed2e602b0506965c70e3c7273ec9dd0ba196d533230b924c0a60073698,1778787218.11721845,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000547,ALERT-670DF2EE5CCFE610,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,2,True,alert_52dad5eb5baa4265ba7b18698fec86b8,evidence_0965f44d6513ce2bf4525ee0bbe7d6d7,raw_alerts_full.jsonl,5017,5a399affd274b394ecdb83be437386e29a14663f4246740028f4cf8e6901ddbe,1778787218.11721073,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000547,ALERT-670DF2EE5CCFE610,S11-MAN-R001,,S11,benign,supporting,manual,manual,2,2,False,alert_bfebaa3720abca06ae01835913bf40de,evidence_67048dde6be2088173ce5609f3c9f204,raw_alerts_full.jsonl,5020,b2e1020d1c6ee16a53d6718db5ff389612c0de05c3083e5a22aae2b386139489,1778787218.11722443,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000548,ALERT-825F9BE6B0AA7646,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,2,True,alert_fb58f8057d627784c92d7f5d49ebc6d2,evidence_679607e84ea848f20be3803d365a5f0b,raw_alerts_full.jsonl,5021,ba4b11db318f0e175e2d696c47268197c4216a82394dbb17c4bfb9ff36833d36,1778787218.11722829,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000548,ALERT-825F9BE6B0AA7646,S11-MAN-R001,,S11,benign,supporting,manual,manual,2,2,False,alert_efc9b466c81fee80bb3ff68fc028f54c,evidence_8beadcfb1cfe4394ead6323b96984f91,raw_alerts_full.jsonl,5022,a8d402b7411bfdcf2332b90927a625860e6629f84b576cdcb96069776f34dbdf,1778787218.11723283,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000549,ALERT-A2B537872431D6B8,S11-MAN-R001,,S11,benign,supporting,manual,manual,1,2,True,alert_fb58f8057d627784c92d7f5d49ebc6d2,evidence_679607e84ea848f20be3803d365a5f0b,raw_alerts_full.jsonl,5021,ba4b11db318f0e175e2d696c47268197c4216a82394dbb17c4bfb9ff36833d36,1778787218.11722829,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-019,S11-MAN-R001,,manual,manual,"Run-level investigation case for S11-MAN-R001, containing 16 correlated labeled alerts across 6 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000549,ALERT-A2B537872431D6B8,S11-MAN-R001,,S11,benign,supporting,manual,manual,2,2,False,alert_efc9b466c81fee80bb3ff68fc028f54c,evidence_8beadcfb1cfe4394ead6323b96984f91,raw_alerts_full.jsonl,5022,a8d402b7411bfdcf2332b90927a625860e6629f84b576cdcb96069776f34dbdf,1778787218.11723283,journald,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000550,ALERT-999DB7134627154F,S11-MAN-R002,,S11,benign,trigger,manual,manual,1,1,True,alert_e602dc1a1c640312228a7d02d70e8923,evidence_2042fcccb9ef923f407ed44e0d3d9c1b,raw_alerts_full.jsonl,5032,ff440adef3a830e619472780e0efcccbc92b1732b8fe2f7d39f79dc6916f7b97,1778792034.11747735,journald,2026-05-14T20:53:54.779000+00:00,2026-05-14T16:53:54.779-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000551,ALERT-797A11529199F1D8,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_dddf50d61efc9d3e339d9d24ec85ced3,evidence_90ec5a07b3c9cf135aefa386b65df52f,raw_alerts_full.jsonl,5033,8347f178424a6365f3c0fddce431136bae5ac2eca9bc4ee2cdd168c863f943e2,1778792034.11748289,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000551,ALERT-797A11529199F1D8,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4d496a53d05888c872b0397727d6806f,evidence_4a3c0c315204396655ba04950e64e81b,raw_alerts_full.jsonl,5037,ff4bd4a2428146dc2ab1f834ab7adb50be7cb5ca581f49c9c4eaaa47625ceca6,1778792034.11750187,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000551,ALERT-797A11529199F1D8,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_60ddda3def7c0d9af80f9800172da2a5,evidence_d486ddaaee1c48c87ba59e13daca4a79,raw_alerts_full.jsonl,5039,657426323dcb124f4f04e9d4cd2ab3acfd1ff25630a4e5087955978789510e0f,1778792034.11751027,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000552,ALERT-62D3CCD6FB66D4E1,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,1,True,alert_1605d3bae0b4eb6677026385674da8bf,evidence_48d72dc92dfbbc3d5f32de62cb02d22b,raw_alerts_full.jsonl,5034,3ab55dd2cab3de8908c32e22d0fb5ae86d32b604e86172313c647b102a734716,1778792034.11748675,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000553,ALERT-6C1B11A8F32DEBF3,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_659679c45c15a9ec35b846e01aa09f32,evidence_0f32f6713453a5d8ed8816a40aea792f,raw_alerts_full.jsonl,5035,4f34f3c8116b6fa792adddca6249a907cf8d7901dd010393d3aedc6303654415,1778792034.11749279,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000553,ALERT-6C1B11A8F32DEBF3,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4ea291ba1296f6bf9556459e576c8b11,evidence_792815548769abed22c4f293030773c9,raw_alerts_full.jsonl,5036,a40187e9a3736c179d1b4eb3c76ebaa5d8ae524addebb737aa521cef8b7d0e23,1778792034.11749733,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000553,ALERT-6C1B11A8F32DEBF3,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_fe0c9dea5f2a99f751032ee9ba366b31,evidence_f4c0fc454d55c61f0f162310e9ab1ca9,raw_alerts_full.jsonl,5038,daf3968146fec7157a53cf76aec7b5bf86e095c8af2b7160ec31aa4b01ae74aa,1778792034.11750573,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000554,ALERT-AE6D51131D417C20,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_659679c45c15a9ec35b846e01aa09f32,evidence_0f32f6713453a5d8ed8816a40aea792f,raw_alerts_full.jsonl,5035,4f34f3c8116b6fa792adddca6249a907cf8d7901dd010393d3aedc6303654415,1778792034.11749279,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000554,ALERT-AE6D51131D417C20,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4ea291ba1296f6bf9556459e576c8b11,evidence_792815548769abed22c4f293030773c9,raw_alerts_full.jsonl,5036,a40187e9a3736c179d1b4eb3c76ebaa5d8ae524addebb737aa521cef8b7d0e23,1778792034.11749733,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000554,ALERT-AE6D51131D417C20,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_fe0c9dea5f2a99f751032ee9ba366b31,evidence_f4c0fc454d55c61f0f162310e9ab1ca9,raw_alerts_full.jsonl,5038,daf3968146fec7157a53cf76aec7b5bf86e095c8af2b7160ec31aa4b01ae74aa,1778792034.11750573,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000555,ALERT-AAE4D37C150811EF,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_dddf50d61efc9d3e339d9d24ec85ced3,evidence_90ec5a07b3c9cf135aefa386b65df52f,raw_alerts_full.jsonl,5033,8347f178424a6365f3c0fddce431136bae5ac2eca9bc4ee2cdd168c863f943e2,1778792034.11748289,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000555,ALERT-AAE4D37C150811EF,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4d496a53d05888c872b0397727d6806f,evidence_4a3c0c315204396655ba04950e64e81b,raw_alerts_full.jsonl,5037,ff4bd4a2428146dc2ab1f834ab7adb50be7cb5ca581f49c9c4eaaa47625ceca6,1778792034.11750187,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000555,ALERT-AAE4D37C150811EF,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_60ddda3def7c0d9af80f9800172da2a5,evidence_d486ddaaee1c48c87ba59e13daca4a79,raw_alerts_full.jsonl,5039,657426323dcb124f4f04e9d4cd2ab3acfd1ff25630a4e5087955978789510e0f,1778792034.11751027,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000556,ALERT-E7E65E78FD7260F6,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_659679c45c15a9ec35b846e01aa09f32,evidence_0f32f6713453a5d8ed8816a40aea792f,raw_alerts_full.jsonl,5035,4f34f3c8116b6fa792adddca6249a907cf8d7901dd010393d3aedc6303654415,1778792034.11749279,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000556,ALERT-E7E65E78FD7260F6,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4ea291ba1296f6bf9556459e576c8b11,evidence_792815548769abed22c4f293030773c9,raw_alerts_full.jsonl,5036,a40187e9a3736c179d1b4eb3c76ebaa5d8ae524addebb737aa521cef8b7d0e23,1778792034.11749733,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000556,ALERT-E7E65E78FD7260F6,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_fe0c9dea5f2a99f751032ee9ba366b31,evidence_f4c0fc454d55c61f0f162310e9ab1ca9,raw_alerts_full.jsonl,5038,daf3968146fec7157a53cf76aec7b5bf86e095c8af2b7160ec31aa4b01ae74aa,1778792034.11750573,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000557,ALERT-AAE2938733DA6349,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,3,True,alert_dddf50d61efc9d3e339d9d24ec85ced3,evidence_90ec5a07b3c9cf135aefa386b65df52f,raw_alerts_full.jsonl,5033,8347f178424a6365f3c0fddce431136bae5ac2eca9bc4ee2cdd168c863f943e2,1778792034.11748289,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000557,ALERT-AAE2938733DA6349,S11-MAN-R002,,S11,benign,supporting,manual,manual,2,3,False,alert_4d496a53d05888c872b0397727d6806f,evidence_4a3c0c315204396655ba04950e64e81b,raw_alerts_full.jsonl,5037,ff4bd4a2428146dc2ab1f834ab7adb50be7cb5ca581f49c9c4eaaa47625ceca6,1778792034.11750187,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000557,ALERT-AAE2938733DA6349,S11-MAN-R002,,S11,benign,supporting,manual,manual,3,3,False,alert_60ddda3def7c0d9af80f9800172da2a5,evidence_d486ddaaee1c48c87ba59e13daca4a79,raw_alerts_full.jsonl,5039,657426323dcb124f4f04e9d4cd2ab3acfd1ff25630a4e5087955978789510e0f,1778792034.11751027,journald,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000558,ALERT-2D1DE45890DFAF45,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,1,True,alert_22db4b7bc515e65536226d6807ce44aa,evidence_057347bdad285d94c7c5863b854a6d6f,raw_alerts_full.jsonl,5040,015ce5b24d573879f06384d82aa45aa47830df3dd3b042f7836c61bf85244f30,1778792034.11751413,journald,2026-05-14T20:53:54.800000+00:00,2026-05-14T16:53:54.800-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000559,ALERT-4A00C5BD5ED9101A,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,1,True,alert_8d5b32d5cec0f7d130d2b9dbac7f4ff8,evidence_06847474591dac32989a286342039e4c,raw_alerts_full.jsonl,5041,82b7586b61b6e3f32a17627cbf7b621de669141dcce87a4bb3c251232fac53b8,1778792034.11752047,journald,2026-05-14T20:53:54.819000+00:00,2026-05-14T16:53:54.819-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000560,ALERT-0727514BED3D7ACF,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,1,True,alert_ad54f6b1b5b8e06bd3fcdabbe8fa18ac,evidence_23e7f4e9adb02fbae54c437e4b903632,raw_alerts_full.jsonl,5042,dae686208de018afeab740e5c968ac936dd3c5e5820069555dedeeea7df61568,1778792034.11752653,journald,2026-05-14T20:53:54.820000+00:00,2026-05-14T16:53:54.820-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match
CASE-020,S11-MAN-R002,,manual,manual,"Run-level investigation case for S11-MAN-R002, containing 16 correlated labeled alerts across 3 Wazuh rule IDs.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.,LBL-000561,ALERT-275E1F745C70B209,S11-MAN-R002,,S11,benign,supporting,manual,manual,1,2,True,alert_f7c34c6161fa58c10985a5b908c5d3e8,evidence_60d5a5ce7c3c7174bbe4d2a6908a9854,raw_alerts_full.jsonl,5043,70ba74b72ac172b572a049139bc0ca712f87e09de5c94cb23196c7c5008657c8,1778792034.11753215,journald,2026-05-14T20:53:54.820000+00:00,2026-05-14T16:53:54.820-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match
